gene	p_val	avg_logFC	pct.H	pct.O	p_val_adj	cell_type	hgnc_symbol	chromosome_name	start_position	end_position	entrezgene_description	tissue	cell
ENSG00000114279	3.97e-23	0.918590251	0.11	0.003	4.18e-19	OD	FGF12	3	192139395	192767764	fibroblast growth factor 12	CN	CN OD
ENSG00000114315	3.43e-18	-1.263795189	0.061	0.168	3.78e-14	OD	HES1	3	194136148	194138732	hes family bHLH transcription factor 1	AC	AC OD
ENSG00000114439	2.04e-10	1.482152713	0.127	0.007	2.15e-06	OPC	BBX	3	107522936	107811339	BBX high mobility group box domain containing	CN	CN OPC
ENSG00000114631	5.68e-79	0.860581751	0.27	0.092	6.25e-75	Ast	PODXL2	3	127629185	127672802	podocalyxin like 2	AC	AC Ast
ENSG00000114631	2.28e-18	0.86286213	0.22	0.053	2.4e-14	OD	PODXL2	3	127629185	127672802	podocalyxin like 2	CN	CN OD
ENSG00000114646	2.9e-05	0.724588994	0.112	0.033	0.319053516	OPC	CSPG5	3	47562238	47580792	chondroitin sulfate proteoglycan 5	AC	AC OPC
ENSG00000114646	7.58e-07	1.190800989	0.118	0.017	0.007978655	OPC	CSPG5	3	47562238	47580792	chondroitin sulfate proteoglycan 5	CN	CN OPC
ENSG00000114650	8.04e-35	-0.753039764	0.087	0.218	8.85e-31	Ex	SCAP	3	47413681	47477126	SREBF chaperone	AC	AC Ex
ENSG00000114650	6.71e-07	-0.701122853	0.079	0.131	0.007063991	Ast	SCAP	3	47413681	47477126	SREBF chaperone	CN	CN Ast
ENSG00000114650	9.07e-07	-0.783651575	0.075	0.141	0.008499263	In	SCAP	3	47413681	47477126	SREBF chaperone	CB	CB In
ENSG00000114757	1.06e-11	1.376170199	0.167	0.028	9.94e-08	OD	PEX5L	3	179794958	180037053	peroxisomal biogenesis factor 5 like	CB	CB OD
ENSG00000114784	0.032074692	-0.696666363	0.07	0.125	1	OD	EIF1B	3	40309707	40312424	eukaryotic translation initiation factor 1B	CB	CB OD
ENSG00000114853	7.07e-52	-1.152609236	0.003	0.13	7.79e-48	Ex	ZBTB47	3	42653697	42667580	zinc finger and BTB domain containing 47	AC	AC Ex
ENSG00000114853	1.77e-66	-1.354378579	0.004	0.111	1.95e-62	Ast	ZBTB47	3	42653697	42667580	zinc finger and BTB domain containing 47	AC	AC Ast
ENSG00000114853	8.68e-24	-1.307804792	0.005	0.114	9.13e-20	Ast	ZBTB47	3	42653697	42667580	zinc finger and BTB domain containing 47	CN	CN Ast
ENSG00000114857	1.71e-15	-1.009410874	0.145	0.258	1.88e-11	OD	NKTR	3	42600655	42648735	natural killer cell triggering receptor	AC	AC OD
ENSG00000114861	4.93e-143	1.105671959	0.269	0.053	5.43e-139	Ex	FOXP1	3	70952817	71583993	forkhead box P1	AC	AC Ex
ENSG00000114861	0	1.552904257	0.477	0.07	0	Ast	FOXP1	3	70952817	71583993	forkhead box P1	CN	CN Ast
ENSG00000114867	1.4e-29	-0.715932394	0.052	0.159	1.54e-25	Ex	EIF4G1	3	184314495	184335358	eukaryotic translation initiation factor 4 gamma 1	AC	AC Ex
ENSG00000114923	2.41e-11	0.712840366	0.131	0.043	2.26e-07	In	SLC4A3	2	219627394	219641980	solute carrier family 4 member 3	CB	CB In
ENSG00000114933	4.47e-86	0.712190879	0.115	0.014	4.71e-82	Ast	INO80D	2	205993721	206086303	INO80 complex subunit D	CN	CN Ast
ENSG00000115252	9.9e-282	1.004426839	0.129	0.031	9.29e-278	Neu	PDE1A	2	182140036	182523192	phosphodiesterase 1A	CB	CB Neu
ENSG00000115306	5.88e-18	0.746584624	0.159	0.027	6.19e-14	OD	SPTBN1	2	54456317	54671446	spectrin beta, non-erythrocytic 1	CN	CN OD
ENSG00000115306	3.52e-239	1.321052603	0.281	0.03	3.71e-235	Ast	SPTBN1	2	54456317	54671446	spectrin beta, non-erythrocytic 1	CN	CN Ast
ENSG00000115306	4.78e-70	1.142890001	0.173	0.026	5.03e-66	In	SPTBN1	2	54456317	54671446	spectrin beta, non-erythrocytic 1	CN	CN In
ENSG00000115306	4.59e-10	0.9607891	0.135	0.026	4.3e-06	Ast	SPTBN1	2	54456317	54671446	spectrin beta, non-erythrocytic 1	CB	CB Ast
ENSG00000115307	1.07e-66	0.722442471	0.189	0.045	1.13e-62	Ast	AUP1	2	74526645	74529760	AUP1 lipid droplet regulating VLDL assembly factor	CN	CN Ast
ENSG00000115310	2.37e-102	0.803153337	0.356	0.099	2.49e-98	Neu	RTN4	2	54972187	55112621	reticulon 4	CN	CN Neu
ENSG00000115310	8.31e-45	0.944732827	0.642	0.195	8.75e-41	OD	RTN4	2	54972187	55112621	reticulon 4	CN	CN OD
ENSG00000115310	0	0.856715404	0.329	0.123	0	Neu	RTN4	2	54972187	55112621	reticulon 4	CB	CB Neu
ENSG00000115355	4.82e-13	1.052686036	0.243	0.055	5.31e-09	OPC	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	AC	AC OPC
ENSG00000115355	2.62e-06	0.953707269	0.201	0.063	0.028869226	MG	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	AC	AC MG
ENSG00000115355	1.23e-103	1.121014888	0.241	0.047	1.29e-99	Neu	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	CN	CN Neu
ENSG00000115355	4.03e-26	0.770796157	0.324	0.078	4.24e-22	OD	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	CN	CN OD
ENSG00000115355	7.4e-126	0.86455557	0.285	0.057	7.78e-122	Ast	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	CN	CN Ast
ENSG00000115355	1.05e-09	1.103113166	0.182	0.026	1.11e-05	OPC	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	CN	CN OPC
ENSG00000115355	1.25e-06	0.899441586	0.237	0.104	0.011687594	OD	CCDC88A	2	55287842	55419895	coiled-coil domain containing 88A	CB	CB OD
ENSG00000115365	4.44e-82	1.383984768	0.116	0.011	4.67e-78	Neu	LANCL1	2	210431249	210477652	LanC like 1	CN	CN Neu
ENSG00000115365	9.99e-28	1.010669371	0.196	0.022	1.05e-23	OD	LANCL1	2	210431249	210477652	LanC like 1	CN	CN OD
ENSG00000115365	1.56e-134	0.980354274	0.137	0.012	1.64e-130	Ast	LANCL1	2	210431249	210477652	LanC like 1	CN	CN Ast
ENSG00000115365	3.54e-13	1.501082411	0.161	0.021	3.32e-09	OD	LANCL1	2	210431249	210477652	LanC like 1	CB	CB OD
ENSG00000115461	4.93e-56	1.904013529	0.114	0.012	5.19e-52	In	IGFBP5	2	216672105	216695549	insulin like growth factor binding protein 5	CN	CN In
ENSG00000115524	4.13e-08	1.256142339	0.106	0.014	0.000454568	OPC	SF3B1	2	197388515	197435091	splicing factor 3b subunit 1	AC	AC OPC
ENSG00000115524	8.64e-67	1.31235633	0.114	0.015	9.09e-63	Neu	SF3B1	2	197388515	197435091	splicing factor 3b subunit 1	CN	CN Neu
ENSG00000115524	7.46e-20	0.704334313	0.242	0.057	7.85e-16	OD	SF3B1	2	197388515	197435091	splicing factor 3b subunit 1	CN	CN OD
ENSG00000115524	2.57e-05	1.050849257	0.109	0.021	0.27080805	OPC	SF3B1	2	197388515	197435091	splicing factor 3b subunit 1	CN	CN OPC
ENSG00000115524	1.66e-08	0.889501388	0.156	0.037	0.000155414	OD	SF3B1	2	197388515	197435091	splicing factor 3b subunit 1	CB	CB OD
ENSG00000115525	2.58e-95	0.818510702	0.19	0.037	2.84e-91	Ex	ST3GAL5	2	85837120	85905199	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	AC	AC Ex
ENSG00000115525	1.23e-17	0.859072128	0.128	0.016	1.29e-13	OD	ST3GAL5	2	85837120	85905199	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	CN	CN OD
ENSG00000115525	3.18e-98	0.887387545	0.14	0.018	3.34e-94	Ast	ST3GAL5	2	85837120	85905199	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	CN	CN Ast
ENSG00000115738	9.45e-56	0.998539532	0.173	0.036	9.95e-52	In	ID2	2	8678845	8684461	inhibitor of DNA binding 2	CN	CN In
ENSG00000115756	0	0.893467167	0.24	0.086	0	Neu	HPCAL1	2	10302889	10427617	hippocalcin like 1	CB	CB Neu
ENSG00000115839	2.28e-11	0.741944729	0.125	0.029	2.4e-07	OD	RAB3GAP1	2	135052265	135176394	RAB3 GTPase activating protein catalytic subunit 1	CN	CN OD
ENSG00000115875	7.52e-159	1.044892835	0.213	0.024	8.28e-155	Ex	SRSF7	2	38743599	38751494	serine and arginine rich splicing factor 7	AC	AC Ex
ENSG00000115875	6.95e-49	0.785163732	0.107	0.021	7.65e-45	Ast	SRSF7	2	38743599	38751494	serine and arginine rich splicing factor 7	AC	AC Ast
ENSG00000115875	1.7e-28	0.999628359	0.232	0.034	1.79e-24	OD	SRSF7	2	38743599	38751494	serine and arginine rich splicing factor 7	CN	CN OD
ENSG00000115875	0	1.608930402	0.363	0.024	0	Ast	SRSF7	2	38743599	38751494	serine and arginine rich splicing factor 7	CN	CN Ast
ENSG00000115875	8.3e-22	1.000439595	0.182	0.04	7.78e-18	In	SRSF7	2	38743599	38751494	serine and arginine rich splicing factor 7	CB	CB In
ENSG00000115977	4.57e-261	1.185193527	0.463	0.086	5.03e-257	Ex	AAK1	2	69457997	69674349	AP2 associated kinase 1	AC	AC Ex
ENSG00000115977	8.42e-165	1.146714218	0.34	0.068	9.28e-161	Ast	AAK1	2	69457997	69674349	AP2 associated kinase 1	AC	AC Ast
ENSG00000115977	5.16e-12	0.807464328	0.11	0.033	5.69e-08	OD	AAK1	2	69457997	69674349	AP2 associated kinase 1	AC	AC OD
ENSG00000115977	2.25e-06	1.181692029	0.137	0.024	0.02476591	MG	AAK1	2	69457997	69674349	AP2 associated kinase 1	AC	AC MG
ENSG00000115977	2.59e-51	1.592164417	0.303	0.023	2.73e-47	OD	AAK1	2	69457997	69674349	AP2 associated kinase 1	CN	CN OD
ENSG00000115977	0	1.557827528	0.279	0.012	0	Ast	AAK1	2	69457997	69674349	AP2 associated kinase 1	CN	CN Ast
ENSG00000115977	0	1.292363842	0.106	0.013	0	Neu	AAK1	2	69457997	69674349	AP2 associated kinase 1	CB	CB Neu
ENSG00000115977	5.64e-40	1.37908677	0.292	0.059	5.28e-36	In	AAK1	2	69457997	69674349	AP2 associated kinase 1	CB	CB In
ENSG00000115993	3.86e-106	0.945862647	0.149	0.019	4.07e-102	Ast	TRAK2	2	201377207	201451500	trafficking kinesin protein 2	CN	CN Ast
ENSG00000116001	6.82e-06	0.81745551	0.106	0.026	0.075122006	OPC	TIA1	2	70209444	70248660	TIA1 cytotoxic granule associated RNA binding protein	AC	AC OPC
ENSG00000116005	2.47e-20	1.110861335	0.138	0.015	2.6e-16	OD	PCYOX1	2	70257386	70281185	prenylcysteine oxidase 1	CN	CN OD
ENSG00000116106	4.45e-136	0.953718144	0.294	0.065	4.9e-132	Ex	EPHA4	2	221418027	221574202	EPH receptor A4	AC	AC Ex
ENSG00000116106	4.45e-46	1.310664687	0.321	0.036	4.68e-42	OD	EPHA4	2	221418027	221574202	EPH receptor A4	CN	CN OD
ENSG00000116133	1.47e-06	-0.811765753	0.176	0.292	0.016230129	In	DHCR24	1	54849627	54887195	24-dehydrocholesterol reductase	AC	AC In
ENSG00000116147	2.99e-38	2.673370343	0.365	0.009	3.29e-34	OPC	TNR	1	175315194	175743616	tenascin R	AC	AC OPC
ENSG00000116147	1.84e-33	2.718113468	0.345	0.005	1.93e-29	OPC	TNR	1	175315194	175743616	tenascin R	CN	CN OPC
ENSG00000116560	1.7e-08	0.811616048	0.227	0.05	0.000178481	OPC	SFPQ	1	35176378	35193145	splicing factor proline and glutamine rich	CN	CN OPC
ENSG00000116574	3.61e-06	0.971360402	0.129	0.037	0.033820878	OD	RHOU	1	228735479	228746664	ras homolog family member U	CB	CB OD
ENSG00000116641	2.02e-49	1.939129515	0.227	0.015	2.23e-45	OD	DOCK7	1	62454298	62688386	dedicator of cytokinesis 7	AC	AC OD
ENSG00000116641	2.23e-86	0.85370752	0.157	0.026	2.35e-82	Ast	DOCK7	1	62454298	62688386	dedicator of cytokinesis 7	CN	CN Ast
ENSG00000116641	2.06e-74	1.378497678	0.164	0.02	2.17e-70	In	DOCK7	1	62454298	62688386	dedicator of cytokinesis 7	CN	CN In
ENSG00000116679	0.003089324	-1.035361684	0.038	0.109	1	OD	IVNS1ABP	1	185296388	185317273	influenza virus NS1A binding protein	CB	CB OD
ENSG00000116741	5.35e-22	-1.234137337	0.089	0.215	5.63e-18	Ast	RGS2	1	192809039	192812275	regulator of G protein signaling 2	CN	CN Ast
ENSG00000116754	9.99e-176	0.987952582	0.515	0.174	1.1e-171	Ex	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	AC	AC Ex
ENSG00000116754	0.000505911	0.903155475	0.149	0.06	1	MG	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	AC	AC MG
ENSG00000116754	2.79e-120	1.476147849	0.192	0.022	2.93e-116	Neu	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN Neu
ENSG00000116754	3.71e-42	1.358754323	0.367	0.064	3.91e-38	OD	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN OD
ENSG00000116754	1.33e-290	1.41672159	0.493	0.082	1.4e-286	Ast	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN Ast
ENSG00000116754	7.24e-56	1.194234681	0.127	0.017	7.62e-52	In	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN In
ENSG00000116754	1.4e-22	2.034385238	0.264	0.009	1.47e-18	OPC	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN OPC
ENSG00000116754	1.48e-06	1.439353202	0.13	0.021	0.015620861	MG	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CN	CN MG
ENSG00000116754	0	1.255631129	0.176	0.03	0	Neu	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CB	CB Neu
ENSG00000116754	5.65e-35	1.225020532	0.255	0.048	5.3e-31	In	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CB	CB In
ENSG00000116754	2.51e-22	1.603595207	0.208	0.018	2.35e-18	Ast	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CB	CB Ast
ENSG00000116754	7.02e-15	1.248612634	0.226	0.04	6.58e-11	OD	SRSF11	1	70205682	70253052	serine and arginine rich splicing factor 11	CB	CB OD
ENSG00000116871	4.2e-23	1.062132343	0.101	0.001	4.42e-19	OD	MAP7D1	1	36155579	36180849	MAP7 domain containing 1	CN	CN OD
ENSG00000116871	9.03e-12	1.485832707	0.102	0.005	8.46e-08	OD	MAP7D1	1	36155579	36180849	MAP7 domain containing 1	CB	CB OD
ENSG00000116983	5.67e-77	-0.950858672	0.168	0.406	6.24e-73	Ex	HPCAL4	1	39678648	39691485	hippocalcin like 4	AC	AC Ex
ENSG00000116983	1.05e-39	-0.838258427	0.097	0.215	1.16e-35	Ast	HPCAL4	1	39678648	39691485	hippocalcin like 4	AC	AC Ast
ENSG00000116983	4.32e-11	-0.855241413	0.077	0.154	4.55e-07	Ast	HPCAL4	1	39678648	39691485	hippocalcin like 4	CN	CN Ast
ENSG00000116983	2.99e-11	-0.734332674	0.127	0.241	2.8e-07	In	HPCAL4	1	39678648	39691485	hippocalcin like 4	CB	CB In
ENSG00000116984	9.17e-176	0.989548037	0.126	0.006	9.65e-172	Ast	MTR	1	236795292	236921278	5-methyltetrahydrofolate-homocysteine methyltransferase	CN	CN Ast
ENSG00000116991	0.004252648	-0.778200372	0.073	0.125	1	OD	SIPA1L2	1	232397965	232561558	signal induced proliferation associated 1 like 2	CN	CN OD
ENSG00000117115	0.007848114	-0.82821179	0.048	0.116	1	OD	PADI2	1	17066761	17119451	peptidyl arginine deiminase 2	CB	CB OD
ENSG00000117298	3.71e-29	-0.77506584	0.024	0.115	4.09e-25	Ex	ECE1	1	21217247	21345572	endothelin converting enzyme 1	AC	AC Ex
ENSG00000117450	3.89e-35	1.438518598	0.204	0.029	4.28e-31	OD	PRDX1	1	45511036	45523047	peroxiredoxin 1	AC	AC OD
ENSG00000117450	2.45e-42	0.998347886	0.172	0.049	2.58e-38	In	PRDX1	1	45511036	45523047	peroxiredoxin 1	CN	CN In
ENSG00000117523	0.004343187	-0.730981385	0.088	0.144	1	In	PRRC2C	1	171485551	171593511	proline rich coiled-coil 2C	AC	AC In
ENSG00000117523	9.59e-09	-0.922458013	0.076	0.146	0.000105577	OD	PRRC2C	1	171485551	171593511	proline rich coiled-coil 2C	AC	AC OD
ENSG00000117523	0.074440311	-0.859483423	0.07	0.102	1	OPC	PRRC2C	1	171485551	171593511	proline rich coiled-coil 2C	AC	AC OPC
ENSG00000117592	1.07e-48	1.144279397	0.115	0.016	1.13e-44	In	PRDX6	1	173477330	173488815	peroxiredoxin 6	CN	CN In
ENSG00000117600	9.08e-57	-0.926007548	0.123	0.312	1e-52	Ex	PLPPR4	1	99263953	99309590	phospholipid phosphatase related 4	AC	AC Ex
ENSG00000117616	5.43e-71	0.71922029	0.322	0.134	5.98e-67	Ex	RSRP1	1	25242249	25338213	arginine and serine rich protein 1	AC	AC Ex
ENSG00000117616	0.002537536	-0.746676082	0.091	0.171	1	MG	RSRP1	1	25242249	25338213	arginine and serine rich protein 1	AC	AC MG
ENSG00000117616	0.011950355	-0.752141715	0.086	0.156	1	OD	RSRP1	1	25242249	25338213	arginine and serine rich protein 1	CB	CB OD
ENSG00000117632	0.000425753	-0.782345623	0.126	0.204	1	In	STMN1	1	25884181	25906991	stathmin 1	AC	AC In
ENSG00000117632	0.000221539	-0.901633917	0.046	0.131	1	MG	STMN1	1	25884181	25906991	stathmin 1	AC	AC MG
ENSG00000117632	0.000205231	-0.69806632	0.285	0.401	1	OD	STMN1	1	25884181	25906991	stathmin 1	CB	CB OD
ENSG00000117682	1.55e-32	-0.919813219	0.042	0.148	1.71e-28	Ex	DHDDS	1	26432282	26471306	dehydrodolichyl diphosphate synthase subunit	AC	AC Ex
ENSG00000117707	5.91e-116	1.489825473	0.137	0.002	6.5e-112	Ast	PROX1	1	213983181	214041510	prospero homeobox 1	AC	AC Ast
ENSG00000117707	3.45e-64	1.840319372	0.278	0.002	3.63e-60	OD	PROX1	1	213983181	214041510	prospero homeobox 1	CN	CN OD
ENSG00000117713	7.87e-07	-0.871237453	0.071	0.128	0.008668792	OD	ARID1A	1	26693236	26782104	AT-rich interaction domain 1A	AC	AC OD
ENSG00000118046	1.38e-34	-0.766508084	0.051	0.171	1.52e-30	Ex	STK11	19	1177558	1228435	serine/threonine kinase 11	AC	AC Ex
ENSG00000118322	4.45e-17	1.509506187	0.161	0.015	4.17e-13	Ast	ATP10B	5	160563120	160852214	ATPase phospholipid transporting 10B (putative)	CB	CB Ast
ENSG00000118473	6.09e-180	1.22499171	0.181	0.009	6.7e-176	Ex	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	AC	AC Ex
ENSG00000118473	2.1e-85	1.269632936	0.121	0.008	2.31e-81	Ast	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	AC	AC Ast
ENSG00000118473	2.53e-23	1.529082709	0.103	0.004	2.78e-19	OD	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	AC	AC OD
ENSG00000118473	1.03e-09	1.40253099	0.106	0.007	1.14e-05	OPC	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	AC	AC OPC
ENSG00000118473	3.03e-40	1.503871315	0.174	0.001	3.19e-36	OD	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	CN	CN OD
ENSG00000118473	0	1.842716946	0.342	0.01	0	Ast	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	CN	CN Ast
ENSG00000118473	1.93e-21	1.241532982	0.115	0.008	1.81e-17	In	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	CB	CB In
ENSG00000118473	2.42e-15	1.635929529	0.106	0.002	2.26e-11	Ast	SGIP1	1	66533383	66751139	SH3 domain GRB2 like endophilin interacting protein 1	CB	CB Ast
ENSG00000118515	3.65e-13	-0.794515551	0.107	0.188	3.84e-09	Neu	SGK1	6	134169246	134318112	serum/glucocorticoid regulated kinase 1	CN	CN Neu
ENSG00000118515	1.58e-07	-1.605994243	0.039	0.191	0.001667054	MG	SGK1	6	134169246	134318112	serum/glucocorticoid regulated kinase 1	CN	CN MG
ENSG00000118515	0.008693483	-0.754529621	0.14	0.22	1	OD	SGK1	6	134169246	134318112	serum/glucocorticoid regulated kinase 1	CB	CB OD
ENSG00000118640	1.95e-06	1.542784327	0.104	0.008	0.021465682	MG	VAMP8	2	85561562	85582031	vesicle associated membrane protein 8	AC	AC MG
ENSG00000118785	1.03e-66	2.620379058	0.851	0.103	1.14e-62	MG	SPP1	4	87975650	87983426	secreted phosphoprotein 1	AC	AC MG
ENSG00000118785	4.83e-45	-0.696267545	0.432	0.574	5.08e-41	Neu	SPP1	4	87975650	87983426	secreted phosphoprotein 1	CN	CN Neu
ENSG00000118785	6.08e-23	1.357278523	0.684	0.307	6.4e-19	MG	SPP1	4	87975650	87983426	secreted phosphoprotein 1	CN	CN MG
ENSG00000118785	1.92e-20	-1.05683196	0.522	0.729	1.8e-16	OD	SPP1	4	87975650	87983426	secreted phosphoprotein 1	CB	CB OD
ENSG00000118922	1.3e-26	1.129047853	0.116	0.001	1.37e-22	OD	KLF12	13	73686089	73995056	Kruppel like factor 12	CN	CN OD
ENSG00000118946	0.453237731	-0.732041361	0.1	0.116	1	OPC	PCDH17	13	57631744	57729311	protocadherin 17	CN	CN OPC
ENSG00000118971	1.37e-96	0.965854339	0.192	0.04	1.51e-92	Ex	CCND2	12	4273762	4305353	cyclin D2	AC	AC Ex
ENSG00000118971	1.71e-48	0.855189597	0.103	0.019	1.88e-44	Ast	CCND2	12	4273762	4305353	cyclin D2	AC	AC Ast
ENSG00000118971	1.9e-75	0.70783059	0.102	0.013	2e-71	Ast	CCND2	12	4273762	4305353	cyclin D2	CN	CN Ast
ENSG00000119139	0.029981053	-0.841292609	0.102	0.146	1	Ast	TJP2	9	69121264	69274615	tight junction protein 2	CB	CB Ast
ENSG00000119314	0	1.378476452	0.184	0.003	0	Ast	PTBP3	9	112217716	112333667	polypyrimidine tract binding protein 3	CN	CN Ast
ENSG00000119396	4.22e-59	0.747147176	0.128	0.028	4.64e-55	Ex	RAB14	9	121178133	121223014	RAB14, member RAS oncogene family	AC	AC Ex
ENSG00000119396	1.78e-14	0.701314665	0.11	0.015	1.87e-10	OD	RAB14	9	121178133	121223014	RAB14, member RAS oncogene family	CN	CN OD
ENSG00000119547	0	1.863086998	0.527	0.06	0	Ast	ONECUT2	18	57435374	57491298	one cut homeobox 2	CN	CN Ast
ENSG00000119632	5.29e-27	0.722629963	0.12	0.036	5.56e-23	In	IFI27L2	14	94127779	94130253	interferon alpha inducible protein 27 like 2	CN	CN In
ENSG00000119688	2.67e-67	0.717818821	0.142	0.03	2.94e-63	Ex	ABCD4	14	74285269	74303055	ATP binding cassette subfamily D member 4	AC	AC Ex
ENSG00000119705	1.15e-40	-1.006916961	0.049	0.151	1.27e-36	Ast	SLIRP	14	77708071	77761104	SRA stem-loop interacting RNA binding protein	AC	AC Ast
ENSG00000119705	2.47e-14	0.942729749	0.125	0.036	2.71e-10	OD	SLIRP	14	77708071	77761104	SRA stem-loop interacting RNA binding protein	AC	AC OD
ENSG00000119820	8.91e-206	1.236090143	0.169	0.001	9.81e-202	Ex	YIPF4	2	32277904	32316594	Yip1 domain family member 4	AC	AC Ex
ENSG00000119820	1.86e-96	1.318159487	0.11	0	2.05e-92	Ast	YIPF4	2	32277904	32316594	Yip1 domain family member 4	AC	AC Ast
ENSG00000119820	2.65e-299	1.074946172	0.128	0.001	2.79e-295	Ast	YIPF4	2	32277904	32316594	Yip1 domain family member 4	CN	CN Ast
ENSG00000119865	5.33e-78	0.796511866	0.107	0.012	5.87e-74	Ex	CNRIP1	2	68284171	68320051	cannabinoid receptor interacting protein 1	AC	AC Ex
ENSG00000119866	3.69e-61	0.731129388	0.283	0.118	4.06e-57	Ex	BCL11A	2	60450520	60554467	BAF chromatin remodeling complex subunit BCL11A	AC	AC Ex
ENSG00000119866	6.75e-30	0.731674219	0.112	0.04	7.43e-26	Ast	BCL11A	2	60450520	60554467	BAF chromatin remodeling complex subunit BCL11A	AC	AC Ast
ENSG00000119866	7.17e-179	1.103393931	0.238	0.029	7.55e-175	Ast	BCL11A	2	60450520	60554467	BAF chromatin remodeling complex subunit BCL11A	CN	CN Ast
ENSG00000119900	2.73e-89	1.825056762	0.13	0.002	2.87e-85	In	OGFRL1	6	71288811	71309059	opioid growth factor receptor like 1	CN	CN In
ENSG00000119900	4.61e-24	1.318155246	0.116	0.003	4.33e-20	In	OGFRL1	6	71288811	71309059	opioid growth factor receptor like 1	CB	CB In
ENSG00000119917	2.95e-07	-1.006423639	0.064	0.109	0.003101933	Neu	IFIT3	10	89327997	89340971	interferon induced protein with tetratricopeptide repeats 3	CN	CN Neu
ENSG00000119917	2.45e-07	-1.500598171	0.07	0.237	0.00229998	OD	IFIT3	10	89327997	89340971	interferon induced protein with tetratricopeptide repeats 3	CB	CB OD
ENSG00000119927	3.7e-19	-0.999030469	0.106	0.197	3.89e-15	In	GPAM	10	112149865	112215377	glycerol-3-phosphate acyltransferase, mitochondrial	CN	CN In
ENSG00000119950	1.6e-13	0.712921784	0.126	0.037	1.76e-09	OD	MXI1	10	110207605	110287365	MAX interactor 1, dimerization protein	AC	AC OD
ENSG00000120049	4.14e-142	1.112226914	0.232	0.037	4.56e-138	Ex	KCNIP2	10	101825974	101843920	potassium voltage-gated channel interacting protein 2	AC	AC Ex
ENSG00000120251	1.15e-193	0.772525039	0.765	0.377	1.27e-189	Ex	GRIA2	4	157204182	157366075	glutamate ionotropic receptor AMPA type subunit 2	AC	AC Ex
ENSG00000120265	1.87e-139	1.130367634	0.206	0.028	2.06e-135	Ex	PCMT1	6	149749443	149811420	protein-L-isoaspartate (D-aspartate) O-methyltransferase	AC	AC Ex
ENSG00000120265	4.89e-15	0.780370828	0.125	0.02	5.15e-11	OD	PCMT1	6	149749443	149811420	protein-L-isoaspartate (D-aspartate) O-methyltransferase	CN	CN OD
ENSG00000120265	1.2e-159	1.165461657	0.171	0.016	1.26e-155	Ast	PCMT1	6	149749443	149811420	protein-L-isoaspartate (D-aspartate) O-methyltransferase	CN	CN Ast
ENSG00000120594	3.66e-07	1.714688632	0.107	0.004	0.004024271	MG	PLXDC2	10	19816239	20289856	plexin domain containing 2	AC	AC MG
ENSG00000120694	3.81e-82	0.806294212	0.289	0.101	4.2e-78	Ex	HSPH1	13	31134973	31162388	heat shock protein family H (Hsp110) member 1	AC	AC Ex
ENSG00000120694	2.1e-68	0.743335927	0.378	0.139	2.21e-64	Ast	HSPH1	13	31134973	31162388	heat shock protein family H (Hsp110) member 1	CN	CN Ast
ENSG00000120738	3.58e-116	-1.587735698	0.057	0.342	3.94e-112	Ex	EGR1	5	138465479	138469303	early growth response 1	AC	AC Ex
ENSG00000120738	3.37e-42	-0.967750474	0.04	0.141	3.71e-38	Ast	EGR1	5	138465479	138469303	early growth response 1	AC	AC Ast
ENSG00000120738	6.17e-17	-1.101815814	0.05	0.149	6.49e-13	Ast	EGR1	5	138465479	138469303	early growth response 1	CN	CN Ast
ENSG00000120742	5.38e-08	0.701866098	0.116	0.048	0.00050457	In	SERP1	3	150541998	150603228	stress associated endoplasmic reticulum protein 1	CB	CB In
